,audio_path,spect_path,annot_path,annot_format,duration,timebin_dur,split
0,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/Bird4_0001_2021_04_17_12_14_17.wav,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/spectrograms_generated_210528_224959/Bird4_0001_2021_04_17_12_14_17.wav.spect.npz,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/tweetynet-Bird4_annotation.mat,yarden,12.674,0.002,test
1,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/Bird4_0002_2021_04_17_12_14_17.wav,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/spectrograms_generated_210528_224959/Bird4_0002_2021_04_17_12_14_17.wav.spect.npz,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/tweetynet-Bird4_annotation.mat,yarden,14.546,0.002,None
2,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/Bird4_0003_2021_04_17_12_14_17.wav,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/spectrograms_generated_210528_224959/Bird4_0003_2021_04_17_12_14_17.wav.spect.npz,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/tweetynet-Bird4_annotation.mat,yarden,14.314,0.002,None
3,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/Bird4_0004_2021_04_17_12_14_17.wav,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/spectrograms_generated_210528_224959/Bird4_0004_2021_04_17_12_14_17.wav.spect.npz,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/tweetynet-Bird4_annotation.mat,yarden,11.542,0.002,None
4,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/Bird4_0005_2021_04_17_12_14_17.wav,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/spectrograms_generated_210528_224959/Bird4_0005_2021_04_17_12_14_17.wav.spect.npz,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/tweetynet-Bird4_annotation.mat,yarden,15.374,0.002,None
5,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/Bird4_0006_2021_04_17_12_14_17.wav,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/spectrograms_generated_210528_224959/Bird4_0006_2021_04_17_12_14_17.wav.spect.npz,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/tweetynet-Bird4_annotation.mat,yarden,12.13,0.002,None
6,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/Bird4_0007_2021_04_17_12_14_17.wav,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/spectrograms_generated_210528_224959/Bird4_0007_2021_04_17_12_14_17.wav.spect.npz,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/tweetynet-Bird4_annotation.mat,yarden,15.77,0.002,test
7,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/Bird4_0008_2021_04_17_12_14_17.wav,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/spectrograms_generated_210528_224959/Bird4_0008_2021_04_17_12_14_17.wav.spect.npz,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/tweetynet-Bird4_annotation.mat,yarden,10.182,0.002,None
8,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/Bird4_0009_2021_04_17_12_14_17.wav,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/spectrograms_generated_210528_224959/Bird4_0009_2021_04_17_12_14_17.wav.spect.npz,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/tweetynet-Bird4_annotation.mat,yarden,10.004,0.002,None
9,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/Bird4_0010_2021_04_17_12_14_17.wav,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/spectrograms_generated_210528_224959/Bird4_0010_2021_04_17_12_14_17.wav.spect.npz,/home/art/Documents/data/BirdsongRecognition/Bird4/Wave/tweetynet-Bird4_annotation.mat,yarden,9.086,0.002,None
