,audio_path,spect_path,annot_path,annot_format,duration,timebin_dur,split
0,/media/windowsD/YardenBirds/llb11/annotated/llb11_00224_2018_05_04_12_51_23.wav,/media/windowsD/YardenBirds/llb11/annotated/llb11_00224_2018_05_04_12_51_23.wav.npz,/media/windowsD/YardenBirds/llb11/llb11_annotation_Apr_2019_Vika_4TF.mat,yarden,0.0,0.0027,None
1,/media/windowsD/YardenBirds/llb11/annotated/llb11_00228_2018_05_04_13_34_05.wav,/media/windowsD/YardenBirds/llb11/annotated/llb11_00228_2018_05_04_13_34_05.wav.npz,/media/windowsD/YardenBirds/llb11/llb11_annotation_Apr_2019_Vika_4TF.mat,yarden,0.0,0.0027,None
2,/media/windowsD/YardenBirds/llb11/annotated/llb11_00238_2018_05_04_16_40_57.wav,/media/windowsD/YardenBirds/llb11/annotated/llb11_00238_2018_05_04_16_40_57.wav.npz,/media/windowsD/YardenBirds/llb11/llb11_annotation_Apr_2019_Vika_4TF.mat,yarden,0.0,0.0027,None
3,/media/windowsD/YardenBirds/llb11/llb11_00239_2018_05_04_16_40_57.wav,/media/windowsD/YardenBirds/llb11/annotated/llb11_00239_2018_05_04_16_40_57.wav.npz,/media/windowsD/YardenBirds/llb11/llb11_annotation_Apr_2019_Vika_4TF.mat,yarden,4.3038,0.0027,test
4,/media/windowsD/YardenBirds/llb11/llb11_00249_2018_05_05_06_01_31.wav,/media/windowsD/YardenBirds/llb11/annotated/llb11_00249_2018_05_05_06_01_31.wav.npz,/media/windowsD/YardenBirds/llb11/llb11_annotation_Apr_2019_Vika_4TF.mat,yarden,18.738,0.0027,train
5,/media/windowsD/YardenBirds/llb11/annotated/llb11_00250_2018_05_05_06_01_31.wav,/media/windowsD/YardenBirds/llb11/annotated/llb11_00250_2018_05_05_06_01_31.wav.npz,/media/windowsD/YardenBirds/llb11/llb11_annotation_Apr_2019_Vika_4TF.mat,yarden,0.0,0.0027,None
6,/media/windowsD/YardenBirds/llb11/llb11_00325_2018_05_05_09_46_50.wav,/media/windowsD/YardenBirds/llb11/annotated/llb11_00325_2018_05_05_09_46_50.wav.npz,/media/windowsD/YardenBirds/llb11/llb11_annotation_Apr_2019_Vika_4TF.mat,yarden,20.8305,0.0027,test
7,/media/windowsD/YardenBirds/llb11/llb11_00327_2018_05_05_09_48_47.wav,/media/windowsD/YardenBirds/llb11/annotated/llb11_00327_2018_05_05_09_48_47.wav.npz,/media/windowsD/YardenBirds/llb11/llb11_annotation_Apr_2019_Vika_4TF.mat,yarden,39.5334,0.0027,train
8,/media/windowsD/YardenBirds/llb11/llb11_00328_2018_05_05_09_50_44.wav,/media/windowsD/YardenBirds/llb11/annotated/llb11_00328_2018_05_05_09_50_44.wav.npz,/media/windowsD/YardenBirds/llb11/llb11_annotation_Apr_2019_Vika_4TF.mat,yarden,39.5334,0.0027,train
9,/media/windowsD/YardenBirds/llb11/annotated/llb11_00334_2018_05_05_10_08_59.wav,/media/windowsD/YardenBirds/llb11/annotated/llb11_00334_2018_05_05_10_08_59.wav.npz,/media/windowsD/YardenBirds/llb11/llb11_annotation_Apr_2019_Vika_4TF.mat,yarden,0.0,0.0027,None
10,/media/windowsD/YardenBirds/llb11/llb11_00335_2018_05_05_10_11_00.wav,/media/windowsD/YardenBirds/llb11/annotated/llb11_00335_2018_05_05_10_11_00.wav.npz,/media/windowsD/YardenBirds/llb11/llb11_annotation_Apr_2019_Vika_4TF.mat,yarden,39.5334,0.0027,train
11,/media/windowsD/YardenBirds/llb11/annotated/llb11_00336_2018_05_05_10_12_58.wav,/media/windowsD/YardenBirds/llb11/annotated/llb11_00336_2018_05_05_10_12_58.wav.npz,/media/windowsD/YardenBirds/llb11/llb11_annotation_Apr_2019_Vika_4TF.mat,yarden,0.0,0.0027,None
12,/media/windowsD/YardenBirds/llb11/llb11_00338_2018_05_05_10_14_56.wav,/media/windowsD/YardenBirds/llb11/annotated/llb11_00338_2018_05_05_10_14_56.wav.npz,/media/windowsD/YardenBirds/llb11/llb11_annotation_Apr_2019_Vika_4TF.mat,yarden,5.697,0.0027,train
13,/media/windowsD/YardenBirds/llb11/annotated/llb11_00339_2018_05_05_10_14_56.wav,/media/windowsD/YardenBirds/llb11/annotated/llb11_00339_2018_05_05_10_14_56.wav.npz,/media/windowsD/YardenBirds/llb11/llb11_annotation_Apr_2019_Vika_4TF.mat,yarden,0.0,0.0027,None
