audio_path,spect_path,annot_path,annot_format,duration,timebin_dur,split
/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0755.20227.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/bl26lb16/spectrograms_generated_210423_094143/bl26lb16_190412_0755.20227.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0755.20227.cbin.not.mat,notmat,80.024,0.002,train
/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0758.20229.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/bl26lb16/spectrograms_generated_210423_094143/bl26lb16_190412_0758.20229.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0758.20229.cbin.not.mat,notmat,6.798,0.002,train
/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0807.20240.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/bl26lb16/spectrograms_generated_210423_094143/bl26lb16_190412_0807.20240.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0807.20240.cbin.not.mat,notmat,16.044,0.002,test
/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0808.20255.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/bl26lb16/spectrograms_generated_210423_094143/bl26lb16_190412_0808.20255.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0808.20255.cbin.not.mat,notmat,31.772000000000002,0.002,train
/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0814.20291.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/bl26lb16/spectrograms_generated_210423_094143/bl26lb16_190412_0814.20291.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0814.20291.cbin.not.mat,notmat,14.206,0.002,test
/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0817.20300.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/bl26lb16/spectrograms_generated_210423_094143/bl26lb16_190412_0817.20300.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0817.20300.cbin.not.mat,notmat,17.956,0.002,test
/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0823.20311.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/bl26lb16/spectrograms_generated_210423_094143/bl26lb16_190412_0823.20311.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0823.20311.cbin.not.mat,notmat,21.278,0.002,train
/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0830.20331.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/bl26lb16/spectrograms_generated_210423_094143/bl26lb16_190412_0830.20331.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0830.20331.cbin.not.mat,notmat,50.418,0.002,train
/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0832.20338.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/bl26lb16/spectrograms_generated_210423_094143/bl26lb16_190412_0832.20338.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0832.20338.cbin.not.mat,notmat,16.936,0.002,test
/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0834.20350.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/bl26lb16/spectrograms_generated_210423_094143/bl26lb16_190412_0834.20350.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0834.20350.cbin.not.mat,notmat,5.75,0.002,train
/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0836.20359.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/bl26lb16/spectrograms_generated_210423_094143/bl26lb16_190412_0836.20359.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0836.20359.cbin.not.mat,notmat,17.068,0.002,train
/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0837.20366.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/bl26lb16/spectrograms_generated_210423_094143/bl26lb16_190412_0837.20366.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0837.20366.cbin.not.mat,notmat,21.47,0.002,val
/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0842.20403.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/bl26lb16/spectrograms_generated_210423_094143/bl26lb16_190412_0842.20403.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0842.20403.cbin.not.mat,notmat,27.688,0.002,train
/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0844.20419.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/bl26lb16/spectrograms_generated_210423_094143/bl26lb16_190412_0844.20419.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0844.20419.cbin.not.mat,notmat,26.612000000000002,0.002,train
/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0846.20431.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/bl26lb16/spectrograms_generated_210423_094143/bl26lb16_190412_0846.20431.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0846.20431.cbin.not.mat,notmat,20.93,0.002,train
/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0850.20455.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/bl26lb16/spectrograms_generated_210423_094143/bl26lb16_190412_0850.20455.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0850.20455.cbin.not.mat,notmat,18.27,0.002,train
/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0900.20496.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/bl26lb16/spectrograms_generated_210423_094143/bl26lb16_190412_0900.20496.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0900.20496.cbin.not.mat,notmat,27.524,0.002,train
/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0909.20560.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/bl26lb16/spectrograms_generated_210423_094143/bl26lb16_190412_0909.20560.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0909.20560.cbin.not.mat,notmat,18.394000000000002,0.002,train
/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0914.20582.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/bl26lb16/spectrograms_generated_210423_094143/bl26lb16_190412_0914.20582.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0914.20582.cbin.not.mat,notmat,29.384,0.002,test
/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0916.20590.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/bl26lb16/spectrograms_generated_210423_094143/bl26lb16_190412_0916.20590.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0916.20590.cbin.not.mat,notmat,17.446,0.002,train
/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0929.20702.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/bl26lb16/spectrograms_generated_210423_094143/bl26lb16_190412_0929.20702.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0929.20702.cbin.not.mat,notmat,23.38,0.002,None
/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0930.20718.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/bl26lb16/spectrograms_generated_210423_094143/bl26lb16_190412_0930.20718.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0930.20718.cbin.not.mat,notmat,26.882,0.002,train
/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0949.20762.cbin,/home/art/Documents/repos/coding/birdsong/tweetynet/data/BFSongRepository/learncurve/bl26lb16/spectrograms_generated_210423_094143/bl26lb16_190412_0949.20762.cbin.spect.npz,/home/art/Documents/data/BFSongRepository/bl26lb16/041912/bl26lb16_190412_0949.20762.cbin.not.mat,notmat,33.144,0.002,train
